S.No.,Bridge Number,Bridge Name,Road Name,District,River/Stream,Chainage(Km),Length(m),Width(m),Span No,Foundation Type,Loading Capacity,Maintenance Division,Region,Completion Year,Cordinate,Bridge Type,Bridge Condition,Total Score,Load Restriction,Construction Status,Span Length(m),Data Updated Year
1777,65-F142-002,Duduwa Khola,Nepalganj - Baghauda,Banke,Duduwa Khola,10.495,66,RW-6.85 | CW-4.15,3,RCC Foundation,,Nepalgunj,Mid-Western,1526,28.0665 | 81.7044,RCC T-Beam,8,1.7,0,Completed,22,2017
1778,65-F142-003,Rapti Khola,Nepalganj - Baghauda,Banke,Rapti Khola,12.1,342,RW-5.15 | CW-4.25,7,RCC Foundation,,Nepalgunj,Mid-Western,1527,28.0662 | 81.7153,Steel Truss,7,1.7,0,Completed,48.8,2017
1779,67-F146-001,Jijadi Gad ,Sanphebagar - Martadi,Achham,Jijadi Gad ,3.745,33,RW-5.5 | CW-4.3,2,RCC Foundation,,Sanphebagar,Far- Western,1686,29.2597 | 81.2214,RCC T-Beam,8,1.7,0,Completed,16.5,2017
1780,67-F146-003,Igadi Gad River,Sanphebagar - Martadi,Achham,Igadi Gad River,14,73.5,RW-5 | CW-4.3,2,RCC Foundation,,Sanphebagar,Far- Western,1688,29.3098 | 81.2642,Steel Truss,7,1.7,0,Completed,36.75,2017
1781,67-F146-002,Ardola River,Sanphebagar - Martadi,Achham,Ardola River,10.15,54.4,RW-5 | CW-4.3,1,Open Foundation,,Sanphebagar,Far- Western,1687,29.2868 | 81.2500,Steel Truss,7,1.7,0,Completed,54.4,2017
1782,70-F146-010,Kordaligad Bridge,Sanphebagar - Martadi,Bajura,Kordaligad River,47.5,25.3,RW-7.3 | CW-6.1,1,RCC Foundation,,Sanphebagar,Far- Western,1751,29.4192 | 81.4295,RCC T-Beam,6,1.2,,Completed,25.3,2017
1783,70-F146-004,Barju-Gad Khola,Sanphebagar - Martadi,Bajura,Barju-Gad Khola,29,51.2,RW-8.5 | CW-6.5,2,RCC Foundation,,Sanphebagar,Far- Western,1689,29.3488 | 81.3227,RCC T-Beam,7,1.2,0,Completed,25.6,2017
1784,70-F146-007,Ghatte Khola,Sanphebagar - Martadi,Bajura,Ghatte Khola,37.745,16,RW-0 | CW-0,1,N/A,,Sanphebagar,Far- Western,1922,29.3830 | 81.3673,RCC T-Beam,10,1.2,,Under Construction,16,2017
1785,70-F146-008,Tipadigad Bridge,Sanphebagar - Martadi,Bajura,Tipadigad Khola,45.215,20.21,RW-7.2 | CW-6,1,RCC Foundation,,Sanphebagar,Far- Western,1750,29.4078 | 81.4155,RCC T-Beam,7,1.2,,Completed,20.4,2017
1786,70-F146-006,Thado Khola Bridge,Sanphebagar - Martadi,Bajura,Thado Khola,35,26.2,RW-8.3 | CW-6.1,1,RCC Foundation,,Sanphebagar,Far- Western,1749,29.3734 | 81.3490,RCC T-Beam,9,1.2,,Completed,26.2,2017
1787,70-F146-005,Gui Gad River,Sanphebagar - Martadi,Bajura,Gui Gad River,35.2,61,RW-7.1 | CW-6.1,1,RCC Foundation,,Sanphebagar,Far- Western,1690,29.3742 | 81.3495,Steel Truss,10,1.2,0,Completed,61,2017
1788,69-F147-001,Jharan Khola,Sati - Khakraula,Kailali,Jharan Khola,4.415,7.8,RW-8.6 | CW-7.8,1,Gabion Box,,Mahendranagar,Far- Western,1691,28.4374 | 81.0338,RCC Slab,10,1.2,0,Under Construction,7.8,2017
1789,69-F147-002,Khakraula ,Sati - Khakraula,Kailali,Khakraula ,5.6,205,RW-7 | CW-6,8,Gabion Box,,Mahendranagar,Far- Western,1692,28.4301 | 81.0350,RCC T-Beam,8,1.2,0,Completed,25.625,2017
1790,69-F148-004,Rapti Kulo /Dhobiniya Khola,Muda - Bhajani - Lalbhojhi,Kailali,Rapti Kulo /Dhobiniya Khola,11.665,10.6,RW-4.8 | CW-4.4,2,RCC Foundation,,Mahendranagar,Far- Western,1696,28.4912 | 80.9792,RCC T-Beam,7,1.7,0,Completed,5.3,2017
1791,69-F148-001,RCC Slab (Thapapur),Muda - Bhajani - Lalbhojhi,Kailali,RCC Slab (Thapapur),9.385,7.6,RW-6.9 | CW-6,1,Open Foundation,,Mahendranagar,Far- Western,1693,28.5173 | 81.0041,RCC Slab,7,1.7,0,Completed,7.6,2017
1792,69-F148-003,Kandha River ,Muda - Bhajani - Lalbhojhi,Kailali,Kandha River ,10.2,51.6,RW-5 | CW-4.3,2,RCC Foundation,,Mahendranagar,Far- Western,1695,28.5083 | 80.9942,RCC T-Beam,7,1.7,0,Completed,25.8,2017
1793,69-F148-002,Dundra Khola ,Muda - Bhajani - Lalbhojhi,Kailali,Dundra Khola ,9.835,14,RW-6.8 | CW-6,2,RCC Foundation,,Mahendranagar,Far- Western,1694,28.5111 | 81.0002,RCC T-Beam,3,1.7,0,Completed,7,2017
1794,71-F149-003,Thuli Gad,B.P Nagar - Silgadhi,Doti,Thuli Gad,28.135,61,RW-5.45 | CW-4.25,1,RCC Foundation,,Doti,Far- Western,1697,29.0104 | 80.7379,Steel Truss,7,1.7,0,Completed,61,2017
1795,71-F149-004,Kapadi Gad,B.P Nagar - Silgadhi,Doti,Kapadi Gad,28.885,76.5,RW-8.4 | CW-6,3,RCC Foundation,IRC class A/AA,Doti,Far- Western,1698,29.0069 | 80.7495,RCC T-Beam,7,1.7,0,Completed,25.2+25.8+25.5,2017
1796,75-F150-004,Aadra Khola ,Kaluwapur - Shreepur,Kanchanpur,Aadra Khola ,10.23,10.2,RW-7.8 | CW-7.2,2,Open Foundation,,Mahendranagar,Far- Western,1702,28.8124 | 80.3571,Multicell Box Culvert,7,1.7,0,Completed,5.1,2017
1797,75-F150-005,Syali River ,Kaluwapur - Shreepur,Kanchanpur,Syali River ,10.7,83.5,RW-5.1 | CW-4.3,4,Well Foundation,,Mahendranagar,Far- Western,1703,28.8101 | 80.3530,RCC T-Beam,7,1.7,0,Completed,20.87,2017
1798,75-F150-006,RCC Slab Nala-3 ,Kaluwapur - Shreepur,Kanchanpur,RCC Slab Nala-3 ,10.9,7,RW-7 | CW-6.2,1,Open Foundation,,Mahendranagar,Far- Western,1704,28.8091 | 80.3512,RCC Slab,7,1.7,0,Completed,7,2017
1799,75-F150-001,Chitaura Nala ,Kaluwapur - Shreepur,Kanchanpur,Chitaura Nala ,1.8,8.3,RW-7 | CW-6.3,1,N/A,,Mahendranagar,Far- Western,1699,28.8853 | 80.3634,RCC Slab,7,1.7,0,Completed,8.3,2017
1800,75-F150-003,RCC Slab Nala-2,Kaluwapur - Shreepur,Kanchanpur,RCC Slab Nala-2,9.4,7,RW-6.9 | CW-6.1,1,N/A,,Mahendranagar,Far- Western,1701,28.8172 | 80.3621,RCC Slab,7,1.7,0,Completed,7,2017
1801,75-F150-007,Syali River ,Kaluwapur - Shreepur,Kanchanpur,Syali River ,23.58,11.3,RW-6.1 | CW-5.7,2,Open Foundation,,Mahendranagar,Far- Western,1705,28.7028 | 80.3761,RCC Slab,7,1.7,0,Completed,5.65,2017
1802,75-F150-002,RCC Slab Nala-1,Kaluwapur - Shreepur,Kanchanpur,RCC Slab Nala-1,5.4,7,RW-6.8 | CW-6,1,Open Foundation,,Mahendranagar,Far- Western,1700,28.8536 | 80.3601,RCC Slab,6,1.7,0,Completed,7,2017
1803,74-F151-002,Puntura Gad khola,Daiji - Jogbudha - Budar,Dadeldhura,Puntura Gad khola,34.08,153.35,RW-7.45 | CW-5.85,6,RCC Foundation,,Doti,Far- Western,2040,29.1055 | 80.3403,RCC T-Beam,8,1.2,,Completed,25.55,2017
1804,74-F151-007,Sun khola,Daiji - Jogbudha - Budar,Dadeldhura,Sun khola,55.708,25,RW- | CW-,1,RCC Foundation,,Doti,Far- Western,2046,29.1123 | 80.4991,RCC T-Beam,10,1.2,,Under Construction,25,2017
1805,05-F152-003,Kewa Khola,Leguwaghat - Sabha Khola,Sankhuwasabha,Kewa Khola,7.025,46.25,RW-7.1 | CW-5.9,2,N/A,IRC class A/AA,Tumlingtar,Eastern,366,27.1818 | 87.2640,RCC T-Beam,6,1.2,0,Completed,23.125,2017
1806,05-F152-004,Piluwa Khola,Leguwaghat - Sabha Khola,Sankhuwasabha,Piluwa river,13.25,116.72,RW-7.12 | CW-5.92,5,N/A,IRC class A/AA,Tumlingtar,Eastern,367,27.2157 | 87.2418,RCC T-Beam,7,1.2,0,Completed,23.34,2017
1807,08-F152-001,Leguwa Khola,Leguwaghat - Sabha Khola,Dhankuta,leguwa river,1.9,36.42,RW-7.2 | CW-5.95,2,N/A,IRC class A/AA,Dhankuta,Eastern,365,27.1491 | 87.2757,RCC T-Beam,6,1.2,0,Completed,18.21,2017
1808,31-F153-001,Rapti khola,Bastipur - Makri - Pashupatinagar,Makawanpur,Rapti khola,0.8,150,RW-9.8 | CW-7.5,4,RCC Foundation,,Hetauda,Central,2063,27.4530 | 84.9483,RCC T-Beam,10,1.2,,Under Construction,37.5,2017
1809,59-F154-003,Odigad Khola,Nagma - Gamgadhi,Jumla,Odigad Khola,10.35,5.65,RW-7.35 | CW-6.5,1,RCC Foundation,,Khalanga,Mid-Western,1766,29.2753 | 81.9597,RCC Slab,7,1.2,,Completed,5.65,2017
1810,03-F156-001,Siddhi Khola,Phikkal - Sriantu - Baudhadham,Ilam,Siddhi Khola,8.33,25.6,RW-5 | CW-4.25,1,N/A,IRC class A/AA,Ilam,Eastern,368,26.8900 | 88.1008,RCC T-Beam,7,1.2,0,Completed,25.6,2017
1811,03-F158-005,Shankhare,Damak - Chisapani,Ilam,Shankhare Kholsi,9.492,7.75,RW-7.45 | CW-7.05,1,N/A,,Ilam,Eastern,1796,26.7428 | 87.7140,RCC Slab,9,1.2,,Completed,7.75,2017
1812,03-F158-001,Ratuwa,Damak - Chisapani,Ilam,Ratuwa,11.235,25.4,RW-5.55 | CW-4.35,1,RCC Foundation,,Ilam,Eastern,370,26.7486 | 87.7164,RCC Slab,7,1.2,0,Completed,25.4,2017
1813,03-F158-003,Ratuwa Khola-2,Damak - Chisapani,Ilam,Ratuwa Khola-2,20.806,25,RW- | CW-,,,,Ilam,Eastern,2144,26.7890 | 87.7310,,10,1.2,,Under Construction,,2017
1814,18-F159-002,Likhu,Khurkot - Ramechhap - Sanghutar - Okhaldhunga,Ramechhap,Likhu ,32.97,55,RW-5.95 | CW-4.5,1,RCC Foundation,,Khurkot,Central,892,27.3495 | 86.2182,Steel Truss,7,1.2,0,Completed,55,2017
1815,20-F160-005,Bighi khola,Janakpur Circumambulatory,Dhanusha,Bighi khola,45.43,120,RW- | CW-,1,RCC Foundation,,Janakpur,Central,2065,26.8591 | 85.9423,RCC T-Beam,10,1.2,,Under Construction,120,2017
1816,20-F160-002,Bal Ganga,Janakpur Circumambulatory,Dhanusha,Balganga,61.54,11,RW-4.9 | CW-4.2,2,RCC Foundation,,Janakpur,Central,893,26.8303 | 86.0585,RCC Slab,1,1.2,0,Completed,5.5,2017
1817,21-F160-008,Ankuse khola,Janakpur Circumambulatory,Mahottari,Ankuse khola,32.5,5.55,RW-4.25 | CW-3.75,1,RCC Foundation,,Janakpur,Central,2091,26.8953 | 85.8399,RCC Slab,7,1.2,,Completed,5.55,2017
1818,21-F160-006,Badahari/Bhutaha khola,Janakpur Circumambulatory,Mahottari,Badahari/ Bhutaha khola,23.2,50.65,RW- | CW-,1,RCC Foundation,,Janakpur,Central,2064,26.8707 | 85.8848,RCC T-Beam,10,1.2,,Under Construction,50.65,2017
1819,35-F161-001,Khayar Khola,Lothar - Chuniyadhara - Malekhu,Chitawan,Khayar Khola,1.337,15,RW- | CW-,3,RCC Foundation,,Bharatpur,Central,2022,27.6125 | 84.6525,RCC Slab,10,1.7,,Under Construction,5,2017
1820,35-F161-003,Kalapani Branch,Lothar - Chuniyadhara - Malekhu,Chitawan,Kalapani Branch,6.665,6.6,RW-6.9 | CW-6.2,1,RCC Foundation,,Bharatpur,Central,2089,27.6358 | 84.6775,RCC Slab,6,1.7,,Completed,6.6,2017
1821,38-F162-004,Midim Khola,Beganastal - Bhorletar,Lamjung,Midim Khola,5.8,87,RW-5 | CW-4.4,4,Open Foundation,,Damauli,Western,1203,28.1551 | 84.2268,RCC T-Beam,8,1.2,0,Completed,21.75,2017
1822,39-F162-001,Dobhan Khola,Beganastal - Bhorletar,Kaski,Dobhan Khola,9.472,21.65,RW-5 | CW-4.4,4,RCC Foundation,,Pokhara,Western,2032,28.1759 | 84.1443,Multicell Box Culvert,7,1.2,,Completed,5.5,2017
1823,39-F162-003,Madi khola,Beganastal - Bhorletar,Kaski,Madi khola,23.5,84,RW-0 | CW-0,4,Open Foundation,,Pokhara,Western,1204,28.1617 | 84.2186,RCC T-Beam,8,1.2,0,Completed,21,2017
1824,39-F162-002,Paste khola,Beganastal - Bhorletar,Kaski,Paste khola,23.1,19.5,RW-9 | CW-9,1,RCC Foundation,,Pokhara,Western,2031,28.1618 | 84.2145,RCC T-Beam,10,1.2,,Under Construction,19.5,2017
1825,40-F163-006,Kaligandaki khola,Khairenatar - Bhimad - Kawaswoti,Tanahu,Kaligandaki khola,35.8,150,RW-0 | CW-0,3,RCC Foundation,,Damauli,Western,1209,27.8709 | 84.0819,Steel Plate Girder,10,1.2,0,Under Construction,50,2017
1826,40-F163-003,Seti khola,Khairenatar - Bhimad - Kawaswoti,Tanahu,Seti khola,7.84,53.5,RW-5 | CW-4.7,1,Natural Rock,,Damauli,Western,1206,27.9848 | 84.0827,Steel Truss,7,1.2,0,Completed,53.5,2017
1827,40-F163-005,Buduwa Khola,Khairenatar - Bhimad - Kawaswoti,Tanahu,Buduwa Khola,10.25,7.8,RW-6.5 | CW-6.08,1,RCC Foundation,,Damauli,Western,1208,27.9698 | 84.0877,RCC Slab,7,1.2,0,Completed,7.8,2017
1828,40-F163-004,Gidi Khola,Khairenatar - Bhimad - Kawaswoti,Tanahu,Gidi Khola,9.3,24.5,RW-5.45 | CW-4.3,1,RCC Foundation,,Damauli,Western,1207,27.9763 | 84.0853,RCC T-Beam,6,1.2,0,Completed,24.5,2017
1829,40-F163-001,Myagdi khola,Khairenatar - Bhimad - Kawaswoti,Tanahu,Myagdi khola,3,74.5,RW-5.1 | CW-4.7,3,RCC Foundation,,Damauli,Western,1205,28.0098 | 84.0893,RCC T-Beam,7,1.2,0,Completed,25,2017
1830,45-F165-005,Raipuruwa,Pratapur - Raninagar,Nawalparasi,Raipuruwa,2.1,22,RW-4.2 | CW-3.5,2,Open Foundation,,Butwal,Western,2042,27.4553 | 83.8430,RCC T-Beam,7,1.2,,Completed,11,2017
1831,45-F165-004,Ghola Khola,Pratapur - Raninagar,Nawalparasi,Ghola Khola,5.162,22.8,RW-4.1 | CW-3.4,3,Open Foundation,,Butwal,Western,2043,27.4608 | 83.8590,RCC T-Beam,7,1.2,,Completed,7.6,2017
1832,45-F165-006,Gandak Khola,Pratapur - Raninagar,Nawalparasi,Gandak Khola,1.322,8.2,RW-4.2 | CW-3.6,1,Open Foundation,,Butwal,Western,2041,27.4550 | 83.8400,RCC T-Beam,7,1.2,,Completed,8.2,2017
1833,45-F165-003,Nepali Nahar,Pratapur - Raninagar,Nawalparasi,Thatiya Khola,14.85,10.7,RW-4.1 | CW-3.7,1,RCC Foundation,,Butwal,Western,1991,27.4544 | 83.9060,RCC T-Beam,6,1.2,,Completed,10.7,2017
1834,45-F165-002,Thatia khola,Pratapur - Raninagar,Nawalparasi,Thatia khola,16.8,11.7,RW-4.7 | CW-3.7,1,RCC Foundation,,Butwal,Western,1210,27.4533 | 83.9167,RCC T-Beam,8,1.2,0,Completed,11.7,2017
1835,43-F167-002,Nisdi Khola ,Aryabhanjyang - Gaindakot,Palpa,Nisdi Khola ,87.88,49.7,RW-5 | CW-4.35,2,RCC Foundation,,Palpa,Western,1212,27.8673 | 83.9358,RCC T-Beam,7,1.7,0,Completed,24.7,2017
1836,43-F167-001,Adheri khola,Aryabhanjyang - Gaindakot,Palpa,Adheri Khola,89.55,8.1,RW-5 | CW-4,2,RCC Foundation,,Palpa,Western,1211,27.8646 | 83.9250,RCC Slab,6,1.7,0,Completed,4,2017
1837,43-F167-004,Sakhardi khola,Aryabhanjyang - Gaindakot,Palpa,Sakhardi khola,78.21,25,RW- | CW-,1,RCC Foundation,,Palpa,Western,2068,27.8539 | 84.0004,RCC T-Beam,10,1.7,,Under Construction,25,2017
1838,43-F167-003,Chhandi Khola,Aryabhanjyang - Gaindakot,Palpa,Chhandi Khola,79.29,6.5,RW- | CW-,1,Open Foundation,,Palpa,Western,2070,27.8606 | 83.9947,RCC Slab,10,1.7,,Under Construction,6.5,2017
1839,50-F167-016,Galuwa/Dundure Khola,Aryabhanjyang - Gaindakot,Baglung,Galuwa/Dundure Khola,240.855,7.4,RW-5.1 | CW-4.5,1,RCC Foundation,,Baglung,Western,2020,28.2406 | 83.6228,RCC Slab,8,1.7,,Completed,7.4,2017
1840,50-F167-017,Kathe Khola,Aryabhanjyang - Gaindakot,Baglung,Kathe Khola,244.367,25.4,RW-5 | CW-4.3,1,RCC Foundation,,Baglung,Western,2036,28.2533 | 83.6142,RCC T-Beam,7,1.7,,Completed,25.4,2017
1841,66-F168-003,Piparahawa Nala,Bansgadhi - Mainapokhar,Bardiya,Piparahawa Nala,8.35,8.35,RW-0 | CW-0,1,RCC Foundation,,Nepalgunj,Mid-Western,1533,28.1863 | 81.4807,RCC Slab,10,1.7,0,Under Construction,8.5,2017
1842,66-F168-002,Sattari Jethan Nala,Bansgadhi - Mainapokhar,Bardiya,Sattari Jethan Nala,5.8,9.5,RW-4.7 | CW-3.8,2,RCC Foundation,,Nepalgunj,Mid-Western,1532,28.2065 | 81.4832,RCC Slab,7,1.2,0,Completed,4.75,2017
1843,66-F168-001,Babai Sakha Nahar,Bansgadhi - Mainapokhar,Bardiya,Babai Sakha Nahar,8.2,7.6,RW-4.4 | CW-3.5,2,RCC Foundation,,Nepalgunj,Mid-Western,1531,28.1864 | 81.4808,RCC Slab,7,1.7,0,Completed,3.8,2017
1844,66-F169-008,Khaireni Kulo Pul,Kothiya - Thakurdwara - Amreni,Bardiya,Khaireni Kulo,0.97,8.9,RW-6.7 | CW-6,2,RCC Foundation,,Nepalgunj,Mid-Western,2044,28.3704 | 81.2472,RCC Slab,8,1.2,,Completed,4.5,2017
1845,66-F169-002,Nahar-1,Kothiya - Thakurdwara - Amreni,Bardiya,Nahar-1,7,7.5,RW-5.3 | CW-4.5,1,RCC Foundation,,Nepalgunj,Mid-Western,1534,28.4146 | 81.2365,RCC Slab,6,1.2,0,Completed,7.5,2017
1846,66-F169-005,Jarahi Khola,Kothiya - Thakurdwara - Amreni,Bardiya,Jarahi Khola,11.9,7.6,RW-4.5 | CW-3.8,1,RCC Foundation,,Nepalgunj,Mid-Western,1537,28.4638 | 81.2651,RCC Slab,6,1.2,0,Completed,7.6,2017
1847,66-F169-001,Aurahi Khola-1,Kothiya - Thakurdwara - Amreni,Bardiya,Aurahi Khola-1,4.8,102.1,RW-7.5 | CW-6,4,RCC Foundation,,Nepalgunj,Mid-Western,1805,28.3970 | 81.2401,RCC T-Beam,7,1.2,,Completed,25.52,2017
1848,66-F169-006,Githe Khola,Kothiya - Thakurdwara - Amreni,Bardiya,Githe Khola,11.95,18,RW-5.1 | CW-4.3,3,N/A,,Nepalgunj,Mid-Western,1538,28.4641 | 81.2655,RCC Slab,6,1.2,0,Completed,6,2017
1849,66-F169-003,Nahar-2,Kothiya - Thakurdwara - Amreni,Bardiya,Nahar-2,9.274,9.5,RW-4.1 | CW-3.5,2,RCC Foundation,,Nepalgunj,Mid-Western,1535,28.4361 | 81.2483,RCC Slab,7,1.2,0,Completed,4.75,2017
1850,64-F170-001,Gimine Khola Bridge,Baddichour - Gutu,Surkhet,Gimine Khola,5.4,24.2,RW-5.4 | CW-4.2,1,N/A,,Surkhet,Mid-Western,1755,28.7314 | 81.4673,RCC T-Beam,7,1.2,,Completed,24.2,2017
1851,64-F170-003,Biureni khola-2,Baddichour - Gutu,Surkhet,Biureni Khola-2,10.31,7.7,RW-5.9 | CW-4.6,1,N/A,,Surkhet,Mid-Western,1539,28.7624 | 81.4391,RCC Slab,6,1.2,0,Completed,7.7,2017
1852,64-F170-005,Chaura Khola,Baddichour - Gutu,Surkhet,Chaura Khola,17.6,21,RW- | CW-,1,RCC Foundation,,Surkhet,Mid-Western,2071,28.7831 | 81.3895,RCC T-Beam,10,1.2,,Under Construction,21,2017
1853,64-F170-006,Mainghat khola,Baddichour - Gutu,Surkhet,Mainghat khola,22.5,25.3,RW- | CW-,1,RCC Foundation,,Surkhet,Mid-Western,2072,28.8096 | 81.3625,RCC T-Beam,10,1.2,,Under Construction,25.3,2017
1854,66-F171-001,Nala,Bhuregaun - Bangesimal,Bardiya,Nala,0.6,7.3,RW-6.7 | CW-6.2,1,Open Foundation,,Nepalgunj,Mid-Western,1540,28.4540 | 81.3244,RCC Slab,6,1.2,0,Completed,7.3,2017
1855,73-F175-002,Majghad/Bagota/Dehimandu,Patan - Pancheswor,Baitadi,Majghad/Bagota/Dehimandu,4.2,7,RW-4.5 | CW-4.5,1,Open Foundation,,Baitadi,Far- Western,1706,29.4608 | 80.5366,RCC Slab,6,1.2,0,Completed,7,2017
1856,73-F175-003,Syadigad Bridge,Patan - Pancheswor,Baitadi,Syadigad River,15.42,23,RW-8.5 | CW-6,1,RCC Foundation,,Baitadi,Far- Western,1768,29.4670 | 80.4868,RCC T-Beam,8,1.2,,Completed,23,2017
1857,73-F175-004,Baghgot Bridge,Patan - Pancheswor,Baitadi,Baghgot River,23.9,20.2,RW-7.5 | CW-6,1,RCC Foundation,,Baitadi,Far- Western,1769,29.4563 | 80.4561,RCC T-Beam,7,1.2,,Completed,20.2,2017
1858,53-F179-004,TribeniSiban khola,Shahid Road,Rolpa,TribeniSiban khola,52.15,25.5,RW-5 | CW-4.3,1,Gabion Box,,Devisthan,Mid-Western,1543,28.2809 | 82.4976,RCC T-Beam,7,1.2,0,Completed,25.5,2017
1859,53-F179-005,Chirugad Bridge,Shahid Road,Rolpa,Chiuragad Khola,102,22.5,RW-8.3 | CW-5.5,1,RCC Foundation,,Devisthan,Mid-Western,1761,28.3945 | 82.5035,RCC T-Beam,7,1.2,,Completed,22.5,2017
1860,53-F179-006,Chunbang Khola,Shahid Road,Rolpa,Chunbang Khola,113,25.6,RW-7.5 | CW-6,1,RCC Foundation,,Devisthan,Mid-Western,2012,28.4758 | 82.5242,RCC T-Beam,8,1.2,,Completed,25.6,2017
1861,53-F179-008,thawang Khola Bridge,Shahid Road,Rolpa,Thawang Khola,142.9,168,RW-11 | CW-7.5,4,RCC Foundation,,Devisthan,Mid-Western,2018,28.4913 | 82.7114,RCC T-Beam,10,1.2,,Under Construction,42,2017
1862,53-F179-003,Chakre khola,Shahid Road,Rolpa,Chakre khola,48.25,14.7,RW-5 | CW-4.3,1,Gabion Box,,Devisthan,Mid-Western,1542,28.2552 | 82.4821,RCC T-Beam,8,1.2,0,Completed,14.7,2017
1863,53-F179-007,Bagar(Ri) Khola,Shahid Road,Rolpa,Bagar(Ri) Khola,126.45,6.25,RW-6 | CW-5.5,1,RCC Foundation,,Devisthan,Mid-Western,2011,28.4694 | 82.6331,RCC Slab,7,1.2,,Completed,6.25,2017
1864,56-F179-001,Sewar khola,Shahid Road,Dang,Sewar khola,2.9,36.8,RW-7.4 | CW-5,2,N/A,,Dang,Mid-Western,1541,28.0505 | 82.4849,RCC T-Beam,7,2.2,0,Completed,18.4,2017
1865,56-F179-002,Dui Kholi,Shahid Road,Dang,Dui Kholi,12,6.3,RW-6.5 | CW-5.8,1,Open Foundation,,Dang,Mid-Western,1762,28.1122 | 82.5081,RCC Slab,7,2.2,,Completed,6.3,2017
1866,31-F180-001,Yaaka -Khusi ,Ganesh Man Marga,Makawanpur,Yaaka -Khusi ,12.4,7,RW-5.7 | CW-5.4,1,RCC Foundation,,Hetauda,Central,894,27.6566 | 85.1777,RCC Slab,6,1.7,0,Completed,7,2017
1867,25-F181-003,Ghatte Khola ,Tadi - Labdhu - Samundratar - Golphubhanjyang,Nuwakot,Ghatte Khola ,16.05,36,RW-5 | CW-4.25,1,RCC Foundation,,Nuwakot,Central,897,27.9238 | 85.3442,RCC T-Beam,8,1.7,0,Completed,36,2017
1868,25-F181-004,Suryamati (Anbuni)Khola Bridge,Tadi - Labdhu - Samundratar - Golphubhanjyang,Nuwakot,Suryamati khola,20.3,50,RW-7.5 | CW-6,2,N/A,,Nuwakot,Central,2015,27.9227 | 85.3818,RCC T-Beam,10,1.7,,Under Construction,25,2017
1869,25-F181-002,Dharkhu Khola,Tadi - Labdhu - Samundratar - Golphubhanjyang,Nuwakot,Dharkhu Khola,9.9,36,RW-5 | CW-4.3,1,Open Foundation,,Nuwakot,Central,896,27.9273 | 85.3045,Steel Plate Girder,8,1.7,0,Completed,36,2017
1870,25-F181-001,Khahare Khola,Tadi - Labdhu - Samundratar - Golphubhanjyang,Nuwakot,Khahare Khola,2.6,18,RW-5 | CW-4.2,1,Open Foundation,,Nuwakot,Central,895,27.9105 | 85.2490,RCC T-Beam,8,1.7,0,Completed,18,2017
1871,64-F183-001,Bheri River,Shivanagar - Gumi - Patihalnachaur,Surkhet,Bheri River,0.15,70,RW- | CW-,4,RCC Foundation,,Surkhet,Mid-Western,1759,28.4493 | 81.8093,RCC T-Beam,10,1.2,,Under Construction,17.5,2017
1872,36-F184-003,Bhusunde khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Bhusunde khola,6.82,25,RW-5 | CW-4.25,1,Open Foundation,,Damauli,Western,1215,28.0207 | 84.5849,RCC Slab,8,1.2,0,Completed,25,2017
1873,36-F184-004,Khahare Khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Khahare Khola,11.2,7.5,RW-6.4 | CW-6,1,RCC Foundation,,Damauli,Western,1216,28.0390 | 84.6104,RCC Slab,7,1.2,0,Completed,7.5,2017
1874,36-F184-001,Sirdi khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Sirdi khola,1.72,9.5,RW-4.5 | CW-4.1,1,RCC Foundation,,Damauli,Western,1213,27.9861 | 84.5717,RCC Slab,7,1.2,0,Completed,9.5,2017
1875,36-F184-010,Daraudi Khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Daraudi Khola,33.37,77,RW-6.97 | CW-5.55,3,RCC Foundation,,Damauli,Western,1777,28.1704 | 84.7059,RCC T-Beam,7,1.2,0,Completed,25.75,2017
1876,36-F184-005,Ludi Khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Ludi Khola,20.275,7.5,RW-6.6 | CW-6.2,1,RCC Foundation,,Damauli,Western,1217,28.0801 | 84.6590,RCC Slab,8,1.2,0,Completed,7.5,2017
1877,36-F184-007,Syandi khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Syandi khola,24.3,18.5,RW-7.17 | CW-6,1,RCC Foundation,,Damauli,Western,1776,28.1121 | 84.6640,RCC T-Beam,6,1.2,,Completed,18.5,2017
1878,36-F184-002,Daraundi khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Daraundi khola,3.5,87,RW-5.05 | CW-4.25,3,RCC Foundation,,Damauli,Western,1214,27.9975 | 84.5680,RCC T-Beam,8,1.2,0,Completed,29,2017
1879,36-F184-006,Langdi Khola,11 Kilo - Chhepetar - Bhaluswara,Gorkha,Langdi Khola,22.64,20.6,RW-5.15 | CW-4.25,1,RCC Foundation,,Damauli,Western,1218,28.1008 | 84.6609,RCC Slab,7,1.2,0,Completed,20.6,2017
1880,51-F185-001,Modi Khola,Putalikhet - Karkineta - Kusma,Parbat,Modi Khola,46.95,50,RW-0 | CW-0,1,N/A,,Baglung,Western,1219,28.2022 | 83.6737,RCC T-Beam,10,1.7,0,Under Construction,50,2017
